text,choices,source,createdOn,userId,sessionId,botId,channelType,channelId,payload
bonjour,,USER,2018-05-06T08:33:26.602Z,1909074,1909074,6F5D8925-6B9F-4C84-9F9E-61DAB4D183FA,test,D96550EE-D283-4955-90BF-0557283378AC,"{""text"":""bonjour"",""type"":""text""}"
"Bonjour et bienvenue
J'ai ?t? d?velopp? par quelques passionn?s, pour vous donner les r?sultats des votations et ?lections (r?sultats).
Mes informations sont principalement destin?es aux citoyennes et citoyens genevois.",,BOT,2018-05-06T08:33:28.324Z,1909074,1909074,6F5D8925-6B9F-4C84-9F9E-61DAB4D183FA,test,D96550EE-D283-4955-90BF-0557283378AC,"{""text"":""Bonjour et bienvenue\nJ'ai ?t? d?velopp? par quelques passionn?s, pour vous donner les r?sultats des votations et ?lections (r?sultats).\nMes informations sont principalement destin?es aux citoyennes et citoyens genevois."",""type"":""text"",""channelExtensions"":{""test"":{""debugInfo"":{""variables"":{""profile.updatedOn"":""2018-05-06T08:33:26.616Z"",""suffrages"":null,""outputMsgFirstSixth"":null,""ordre"":null,""iResult"":null,""outputMsgRestOfThem"":null,""feedback"":null,""noLot"":0,""timeStampLocal"":null,""electionStateNb"":0,""profile.firstName"":""Gilles"",""candidateOrderCanton"":null,""resultType"":null,""debugJSBackend"":null,""comuneName"":null,""outputMsgElectedCandidatesCanton"":null,""displayResults"":false,""timeStampPartecipation"":null,""profile.lastName"":""Barthelet"",""percentagePartecipation"":null,""votersPartecipation"":null,""candidateEqualityCanton"":null,""timeStampElectedCandidatesCanton"":null,""timeStampCandidateCanton"":null,""candidateVotesCanton"":null,""profile.locale"":""fr"",""elu"":null,""electionStateText"":null,""elected"":null,""profile.timezoneOffset"":-7200000,""candidateName"":null,""localPercentage"":null,""listName"":null,""candidateElectedCanton"":null,""electedCandidatesCanton"":null},""currentDialogState"":""blockChatbot"",""executedStates"":[""resultatDisplayTestCondition"",""blockChatbot"",""blockChatbot2""]}}}}"
"Malheureusement les r?sultats ne sont pas encore disponibles ! Revenez me voir lorsqu'ils seront publi?s: il ne me faudra que quelques millisecondes pour les apprendre par coeur et r?pondre ? vos questions :-).

A tout ? l'heure !",,BOT,2018-05-06T08:33:28.324Z,1909074,1909074,6F5D8925-6B9F-4C84-9F9E-61DAB4D183FA,test,D96550EE-D283-4955-90BF-0557283378AC,"{""text"":""Malheureusement les r?sultats ne sont pas encore disponibles ! Revenez me voir lorsqu'ils seront publi?s: il ne me faudra que quelques millisecondes pour les apprendre par coeur et r?pondre ? vos questions :-).\n\nA tout ? l'heure !"",""type"":""text"",""channelExtensions"":{""test"":{""debugInfo"":{""variables"":{""profile.updatedOn"":""2018-05-06T08:33:26.616Z"",""suffrages"":null,""outputMsgFirstSixth"":null,""ordre"":null,""iResult"":null,""outputMsgRestOfThem"":null,""feedback"":null,""noLot"":0,""timeStampLocal"":null,""electionStateNb"":0,""profile.firstName"":""Gilles"",""candidateOrderCanton"":null,""resultType"":null,""debugJSBackend"":null,""comuneName"":null,""outputMsgElectedCandidatesCanton"":null,""displayResults"":false,""timeStampPartecipation"":null,""profile.lastName"":""Barthelet"",""percentagePartecipation"":null,""votersPartecipation"":null,""candidateEqualityCanton"":null,""timeStampElectedCandidatesCanton"":null,""timeStampCandidateCanton"":null,""candidateVotesCanton"":null,""profile.locale"":""fr"",""elu"":null,""electionStateText"":null,""elected"":null,""profile.timezoneOffset"":-7200000,""candidateName"":null,""localPercentage"":null,""listName"":null,""candidateElectedCanton"":null,""electedCandidatesCanton"":null},""currentDialogState"":""blockChatbot2"",""executedStates"":[""resultatDisplayTestCondition"",""blockChatbot"",""blockChatbot2""]}}}}"
r?sultats,,USER,2018-05-06T08:35:21.729Z,1909074,1909074,6F5D8925-6B9F-4C84-9F9E-61DAB4D183FA,test,D96550EE-D283-4955-90BF-0557283378AC,"{""text"":""r?sultats"",""type"":""text""}"
"Bonjour et bienvenue
J'ai ?t? d?velopp? par quelques passionn?s, pour vous donner les r?sultats des votations et ?lections (r?sultats).
Mes informations sont principalement destin?es aux citoyennes et citoyens genevois.",,BOT,2018-05-06T08:35:23.074Z,1909074,1909074,6F5D8925-6B9F-4C84-9F9E-61DAB4D183FA,test,D96550EE-D283-4955-90BF-0557283378AC,"{""text"":""Bonjour et bienvenue\nJ'ai ?t? d?velopp? par quelques passionn?s, pour vous donner les r?sultats des votations et ?lections (r?sultats).\nMes informations sont principalement destin?es aux citoyennes et citoyens genevois."",""type"":""text"",""channelExtensions"":{""test"":{""debugInfo"":{""variables"":{""profile.updatedOn"":""2018-05-06T08:35:21.739Z"",""suffrages"":null,""outputMsgFirstSixth"":null,""ordre"":null,""iResult"":null,""outputMsgRestOfThem"":null,""feedback"":null,""noLot"":0,""timeStampLocal"":null,""electionStateNb"":0,""profile.firstName"":""Gilles"",""candidateOrderCanton"":null,""resultType"":null,""debugJSBackend"":null,""comuneName"":null,""outputMsgElectedCandidatesCanton"":null,""displayResults"":false,""timeStampPartecipation"":null,""profile.lastName"":""Barthelet"",""percentagePartecipation"":null,""votersPartecipation"":null,""candidateEqualityCanton"":null,""timeStampElectedCandidatesCanton"":null,""timeStampCandidateCanton"":null,""candidateVotesCanton"":null,""profile.locale"":""fr"",""elu"":null,""electionStateText"":null,""elected"":null,""profile.timezoneOffset"":-7200000,""candidateName"":null,""localPercentage"":null,""listName"":null,""candidateElectedCanton"":null,""electedCandidatesCanton"":null},""currentDialogState"":""blockChatbot"",""executedStates"":[""resultatDisplayTestCondition"",""blockChatbot"",""blockChatbot2""]}}}}"
"Malheureusement les r?sultats ne sont pas encore disponibles ! Revenez me voir lorsqu'ils seront publi?s: il ne me faudra que quelques millisecondes pour les apprendre par coeur et r?pondre ? vos questions :-).

A tout ? l'heure !",,BOT,2018-05-06T08:35:23.074Z,1909074,1909074,6F5D8925-6B9F-4C84-9F9E-61DAB4D183FA,test,D96550EE-D283-4955-90BF-0557283378AC,"{""text"":""Malheureusement les r?sultats ne sont pas encore disponibles ! Revenez me voir lorsqu'ils seront publi?s: il ne me faudra que quelques millisecondes pour les apprendre par coeur et r?pondre ? vos questions :-).\n\nA tout ? l'heure !"",""type"":""text"",""channelExtensions"":{""test"":{""debugInfo"":{""variables"":{""profile.updatedOn"":""2018-05-06T08:35:21.739Z"",""suffrages"":null,""outputMsgFirstSixth"":null,""ordre"":null,""iResult"":null,""outputMsgRestOfThem"":null,""feedback"":null,""noLot"":0,""timeStampLocal"":null,""electionStateNb"":0,""profile.firstName"":""Gilles"",""candidateOrderCanton"":null,""resultType"":null,""debugJSBackend"":null,""comuneName"":null,""outputMsgElectedCandidatesCanton"":null,""displayResults"":false,""timeStampPartecipation"":null,""profile.lastName"":""Barthelet"",""percentagePartecipation"":null,""votersPartecipation"":null,""candidateEqualityCanton"":null,""timeStampElectedCandidatesCanton"":null,""timeStampCandidateCanton"":null,""candidateVotesCanton"":null,""profile.locale"":""fr"",""elu"":null,""electionStateText"":null,""elected"":null,""profile.timezoneOffset"":-7200000,""candidateName"":null,""localPercentage"":null,""listName"":null,""candidateElectedCanton"":null,""electedCandidatesCanton"":null},""currentDialogState"":""blockChatbot2"",""executedStates"":[""resultatDisplayTestCondition"",""blockChatbot"",""blockChatbot2""]}}}}"
bonjour,,USER,2018-05-05T08:43:33.454Z,2229591,2229591,6F5D8925-6B9F-4C84-9F9E-61DAB4D183FA,test,D96550EE-D283-4955-90BF-0557283378AC,"{""text"":""bonjour"",""type"":""text""}"
"Bonjour et bienvenue
J'ai ?t? d?velopp? par quelques passionn?s, pour vous donner les r?sultats des votations et ?lections (r?sultats).
Mes informations sont principalement destin?es aux citoyennes et citoyens genevois",,BOT,2018-05-05T08:43:42.725Z,2229591,2229591,6F5D8925-6B9F-4C84-9F9E-61DAB4D183FA,test,D96550EE-D283-4955-90BF-0557283378AC,"{""text"":""Bonjour et bienvenue\nJ'ai ?t? d?velopp? par quelques passionn?s, pour vous donner les r?sultats des votations et ?lections (r?sultats).\nMes informations sont principalement destin?es aux citoyennes et citoyens genevois"",""type"":""text"",""channelExtensions"":{""test"":{""debugInfo"":{""variables"":{""profile.updatedOn"":""2018-05-05T08:43:34.139Z"",""outputMsgFirstSixth"":null,""iResult"":{""timeStamp"":1525509822582,""intentMatches"":{""summary"":[{""score"":0.9752,""intent"":""IntentWelcome""},{""score"":0.0057,""intent"":""IntentResultatElections""},{""score"":0.0056,""intent"":""IntentResultatParCandidat""},{""score"":0.0051,""intent"":""IntentListeElusParListe""},{""score"":0.0029,""intent"":""IntentListeNonElusParListe""},{""score"":0.0023,""intent"":""IntentResultatsGCParListe""},{""score"":0.0012,""intent"":""IntentDonnerDuFeedback""},{""score"":7.0E-4,""intent"":""IntentResultatPierreMaudet""},{""score"":5.0E-4,""intent"":""IntentNbreFoisCandidatBiffe""},{""score"":4.0E-4,""intent"":""IntentThank""},{""score"":2.0E-4,""intent"":""IntentDebug""},{""score"":1.0E-4,""intent"":""IntentJoke""},{""score"":1.0E-4,""intent"":""IntentTauxParticipation""},{""score"":0,""intent"":""IntentResultatParCandidatParLocalDeVote""},{""score"":0,""intent"":""IntentMenu""},{""score"":0,""intent"":""IntentInformationsGenerales""},{""score"":0,""intent"":""IntentResultatParLocalDeVote""},{""score"":0,""intent"":""IntentTauxParticipationParLocal""}],""detail"":{""final_norm"":[{""sentence"":[],""score"":0.9752,""intent"":""IntentWelcome""},{""sentence"":[],""score"":0.0057,""intent"":""IntentResultatElections""},{""sentence"":[],""score"":0.0056,""intent"":""IntentResultatParCandidat""},{""sentence"":[],""score"":0.0051,""intent"":""IntentListeElusParListe""},{""sentence"":[],""score"":0.0029,""intent"":""IntentListeNonElusParListe""},{""sentence"":[],""score"":0.0023,""intent"":""IntentResultatsGCParListe""},{""sentence"":[],""score"":0.0012,""intent"":""IntentDonnerDuFeedback""},{""sentence"":[],""score"":7.0E-4,""intent"":""IntentResultatPierreMaudet""},{""sentence"":[],""score"":5.0E-4,""intent"":""IntentNbreFoisCandidatBiffe""},{""sentence"":[],""score"":4.0E-4,""intent"":""IntentThank""},{""sentence"":[],""score"":2.0E-4,""intent"":""IntentDebug""},{""sentence"":[],""score"":1.0E-4,""intent"":""IntentJoke""},{""sentence"":[],""score"":1.0E-4,""intent"":""IntentTauxParticipation""},{""sentence"":[],""score"":0,""intent"":""IntentResultatParCandidatParLocalDeVote""},{""sentence"":[],""score"":0,""intent"":""IntentMenu""},{""sentence"":[],""score"":0,""intent"":""IntentInformationsGenerales""},{""sentence"":[],""score"":0,""intent"":""IntentResultatParLocalDeVote""},{""sentence"":[],""score"":0,""intent"":""IntentTauxParticipationParLocal""}]}},""trainingDataUnit"":null,""botName"":""LandmanbotV2_2"",""appId"":""6F5D8925-6B9F-4C84-9F9E-61DAB4D183FA"",""query"":""bonjour"",""entityMatches"":{}},""outputMsgRestOfThem"":null,""feedback"":null,""timeStampLocal"":null,""profile.firstName"":""Gilles"",""candidateOrderCanton"":null,""resultType"":null,""debugJSBackend"":null,""comuneName"":null,""outputMsgElectedCandidatesCanton"":null,""timeStampPartecipation"":null,""profile.lastName"":""Barthelet"",""percentagePartecipation"":null,""votersPartecipation"":null,""candidateEqualityCanton"":null,""timeStampElectedCandidatesCanton"":null,""timeStampCandidateCanton"":null,""candidateVotesCanton"":null,""profile.locale"":""fr"",""profile.timezoneOffset"":-7200000,""candidateName"":null,""localPercentage"":null,""listName"":null,""candidateElectedCanton"":null,""electedCandidatesCanton"":null},""currentDialogState"":""greet"",""executedStates"":[""greet"",""greet2""]}}}}"
"Comment puis-je vous aider ?
(vous pouvez toujours taper ""menu"" pour obtenir de l'aide)",,BOT,2018-05-05T08:43:42.725Z,2229591,2229591,6F5D8925-6B9F-4C84-9F9E-61DAB4D183FA,test,D96550EE-D283-4955-90BF-0557283378AC,"{""text"":""Comment puis-je vous aider ?\n(vous pouvez toujours taper \""menu\"" pour obtenir de l'aide)"",""type"":""text"",""channelExtensions"":{""test"":{""debugInfo"":{""variables"":{""profile.updatedOn"":""2018-05-05T08:43:34.139Z"",""outputMsgFirstSixth"":null,""iResult"":{""timeStamp"":1525509822582,""intentMatches"":{""summary"":[{""score"":0.9752,""intent"":""IntentWelcome""},{""score"":0.0057,""intent"":""IntentResultatElections""},{""score"":0.0056,""intent"":""IntentResultatParCandidat""},{""score"":0.0051,""intent"":""IntentListeElusParListe""},{""score"":0.0029,""intent"":""IntentListeNonElusParListe""},{""score"":0.0023,""intent"":""IntentResultatsGCParListe""},{""score"":0.0012,""intent"":""IntentDonnerDuFeedback""},{""score"":7.0E-4,""intent"":""IntentResultatPierreMaudet""},{""score"":5.0E-4,""intent"":""IntentNbreFoisCandidatBiffe""},{""score"":4.0E-4,""intent"":""IntentThank""},{""score"":2.0E-4,""intent"":""IntentDebug""},{""score"":1.0E-4,""intent"":""IntentJoke""},{""score"":1.0E-4,""intent"":""IntentTauxParticipation""},{""score"":0,""intent"":""IntentResultatParCandidatParLocalDeVote""},{""score"":0,""intent"":""IntentMenu""},{""score"":0,""intent"":""IntentInformationsGenerales""},{""score"":0,""intent"":""IntentResultatParLocalDeVote""},{""score"":0,""intent"":""IntentTauxParticipationParLocal""}],""detail"":{""final_norm"":[{""sentence"":[],""score"":0.9752,""intent"":""IntentWelcome""},{""sentence"":[],""score"":0.0057,""intent"":""IntentResultatElections""},{""sentence"":[],""score"":0.0056,""intent"":""IntentResultatParCandidat""},{""sentence"":[],""score"":0.0051,""intent"":""IntentListeElusParListe""},{""sentence"":[],""score"":0.0029,""intent"":""IntentListeNonElusParListe""},{""sentence"":[],""score"":0.0023,""intent"":""IntentResultatsGCParListe""},{""sentence"":[],""score"":0.0012,""intent"":""IntentDonnerDuFeedback""},{""sentence"":[],""score"":7.0E-4,""intent"":""IntentResultatPierreMaudet""},{""sentence"":[],""score"":5.0E-4,""intent"":""IntentNbreFoisCandidatBiffe""},{""sentence"":[],""score"":4.0E-4,""intent"":""IntentThank""},{""sentence"":[],""score"":2.0E-4,""intent"":""IntentDebug""},{""sentence"":[],""score"":1.0E-4,""intent"":""IntentJoke""},{""sentence"":[],""score"":1.0E-4,""intent"":""IntentTauxParticipation""},{""sentence"":[],""score"":0,""intent"":""IntentResultatParCandidatParLocalDeVote""},{""sentence"":[],""score"":0,""intent"":""IntentMenu""},{""sentence"":[],""score"":0,""intent"":""IntentInformationsGenerales""},{""sentence"":[],""score"":0,""intent"":""IntentResultatParLocalDeVote""},{""sentence"":[],""score"":0,""intent"":""IntentTauxParticipationParLocal""}]}},""trainingDataUnit"":null,""botName"":""LandmanbotV2_2"",""appId"":""6F5D8925-6B9F-4C84-9F9E-61DAB4D183FA"",""query"":""bonjour"",""entityMatches"":{}},""outputMsgRestOfThem"":null,""feedback"":null,""timeStampLocal"":null,""profile.firstName"":""Gilles"",""candidateOrderCanton"":null,""resultType"":null,""debugJSBackend"":null,""comuneName"":null,""outputMsgElectedCandidatesCanton"":null,""timeStampPartecipation"":null,""profile.lastName"":""Barthelet"",""percentagePartecipation"":null,""votersPartecipation"":null,""candidateEqualityCanton"":null,""timeStampElectedCandidatesCanton"":null,""timeStampCandidateCanton"":null,""candidateVotesCanton"":null,""profile.locale"":""fr"",""profile.timezoneOffset"":-7200000,""candidateName"":null,""localPercentage"":null,""listName"":null,""candidateElectedCanton"":null,""electedCandidatesCanton"":null},""currentDialogState"":""greet2"",""executedStates"":[""greet"",""greet2""]}}}}"
r?sultats grand conseil,,USER,2018-05-05T08:43:57.220Z,2229591,2229591,6F5D8925-6B9F-4C84-9F9E-61DAB4D183FA,test,D96550EE-D283-4955-90BF-0557283378AC,"{""text"":""r?sultats grand conseil"",""type"":""text""}"
Ces r?sultats ne sont pas disponibles pour le 2e tour,,BOT,2018-05-05T08:43:59.343Z,2229591,2229591,6F5D8925-6B9F-4C84-9F9E-61DAB4D183FA,test,D96550EE-D283-4955-90BF-0557283378AC,"{""text"":""Ces r?sultats ne sont pas disponibles pour le 2e tour"",""type"":""text"",""channelExtensions"":{""test"":{""debugInfo"":{""variables"":{""profile.updatedOn"":""2018-05-05T08:43:57.260Z"",""outputMsgFirstSixth"":null,""iResult"":{""timeStamp"":1525509838951,""intentMatches"":{""summary"":[{""score"":0.9657,""intent"":""IntentResultatElections""},{""score"":0.013,""intent"":""IntentResultatParLocalDeVote""},{""score"":0.0043,""intent"":""IntentResultatsGCParListe""},{""score"":0.0036,""intent"":""IntentThank""},{""score"":0.002,""intent"":""IntentResultatPierreMaudet""},{""score"":0.0017,""intent"":""IntentResultatParCandidatParLocalDeVote""},{""score"":0.0016,""intent"":""IntentMenu""},{""score"":0.0014,""intent"":""IntentTauxParticipationParLocal""},{""score"":0.0013,""intent"":""IntentTauxParticipation""},{""score"":0.001,""intent"":""IntentResultatParCandidat""},{""score"":0.001,""intent"":""IntentInformationsGenerales""},{""score"":8.0E-4,""intent"":""IntentJoke""},{""score"":8.0E-4,""intent"":""IntentDebug""},{""score"":6.0E-4,""intent"":""IntentNbreFoisCandidatBiffe""},{""score"":5.0E-4,""intent"":""IntentWelcome""},{""score"":4.0E-4,""intent"":""IntentListeNonElusParListe""},{""score"":3.0E-4,""intent"":""IntentDonnerDuFeedback""},{""score"":0,""intent"":""IntentListeElusParListe""}],""detail"":{""final_norm"":[{""sentence"":[],""score"":0.9657,""intent"":""IntentResultatElections""},{""sentence"":[],""score"":0.013,""intent"":""IntentResultatParLocalDeVote""},{""sentence"":[],""score"":0.0043,""intent"":""IntentResultatsGCParListe""},{""sentence"":[],""score"":0.0036,""intent"":""IntentThank""},{""sentence"":[],""score"":0.002,""intent"":""IntentResultatPierreMaudet""},{""sentence"":[],""score"":0.0017,""intent"":""IntentResultatParCandidatParLocalDeVote""},{""sentence"":[],""score"":0.0016,""intent"":""IntentMenu""},{""sentence"":[],""score"":0.0014,""intent"":""IntentTauxParticipationParLocal""},{""sentence"":[],""score"":0.0013,""intent"":""IntentTauxParticipation""},{""sentence"":[],""score"":0.001,""intent"":""IntentResultatParCandidat""},{""sentence"":[],""score"":0.001,""intent"":""IntentInformationsGenerales""},{""sentence"":[],""score"":8.0E-4,""intent"":""IntentJoke""},{""sentence"":[],""score"":8.0E-4,""intent"":""IntentDebug""},{""sentence"":[],""score"":6.0E-4,""intent"":""IntentNbreFoisCandidatBiffe""},{""sentence"":[],""score"":5.0E-4,""intent"":""IntentWelcome""},{""sentence"":[],""score"":4.0E-4,""intent"":""IntentListeNonElusParListe""},{""sentence"":[],""score"":3.0E-4,""intent"":""IntentDonnerDuFeedback""},{""sentence"":[],""score"":0,""intent"":""IntentListeElusParListe""}]}},""trainingDataUnit"":null,""botName"":""LandmanbotV2_2"",""appId"":""6F5D8925-6B9F-4C84-9F9E-61DAB4D183FA"",""query"":""r?sultats grand conseil"",""entityMatches"":{""TypeElection"":[""GC""]}},""user.botsUserError"":false,""outputMsgRestOfThem"":null,""feedback"":null,""timeStampLocal"":null,""profile.firstName"":""Gilles"",""candidateOrderCanton"":null,""resultType"":""GC"",""debugJSBackend"":null,""comuneName"":null,""outputMsgElectedCandidatesCanton"":null,""timeStampPartecipation"":null,""profile.lastName"":""Barthelet"",""percentagePartecipation"":null,""votersPartecipation"":null,""candidateEqualityCanton"":null,""timeStampElectedCandidatesCanton"":null,""timeStampCandidateCanton"":null,""candidateVotesCanton"":null,""profile.locale"":""fr"",""profile.timezoneOffset"":-7200000,""candidateName"":null,""localPercentage"":null,""listName"":null,""candidateElectedCanton"":null,""electedCandidatesCanton"":null},""currentDialogState"":""resultatGCStart"",""executedStates"":[""resultsStart"",""resultsGetElectionTypeFromUserSentence"",""resultsAskForMissinElectionType"",""resultsSwitchToRelevantAction"",""resultatGCStart"",""renvoiURL"",""renvoiURL2""]}}}}"
Vous pouvez consulter les r?sultats des ?lections du 1er tour sur https://www.ge.ch/elections/20180415/,,BOT,2018-05-05T08:43:59.343Z,2229591,2229591,6F5D8925-6B9F-4C84-9F9E-61DAB4D183FA,test,D96550EE-D283-4955-90BF-0557283378AC,"{""text"":""Vous pouvez consulter les r?sultats des ?lections du 1er tour sur https://www.ge.ch/elections/20180415/"",""type"":""text"",""channelExtensions"":{""test"":{""debugInfo"":{""variables"":{""profile.updatedOn"":""2018-05-05T08:43:57.260Z"",""outputMsgFirstSixth"":null,""iResult"":{""timeStamp"":1525509838951,""intentMatches"":{""summary"":[{""score"":0.9657,""intent"":""IntentResultatElections""},{""score"":0.013,""intent"":""IntentResultatParLocalDeVote""},{""score"":0.0043,""intent"":""IntentResultatsGCParListe""},{""score"":0.0036,""intent"":""IntentThank""},{""score"":0.002,""intent"":""IntentResultatPierreMaudet""},{""score"":0.0017,""intent"":""IntentResultatParCandidatParLocalDeVote""},{""score"":0.0016,""intent"":""IntentMenu""},{""score"":0.0014,""intent"":""IntentTauxParticipationParLocal""},{""score"":0.0013,""intent"":""IntentTauxParticipation""},{""score"":0.001,""intent"":""IntentResultatParCandidat""},{""score"":0.001,""intent"":""IntentInformationsGenerales""},{""score"":8.0E-4,""intent"":""IntentJoke""},{""score"":8.0E-4,""intent"":""IntentDebug""},{""score"":6.0E-4,""intent"":""IntentNbreFoisCandidatBiffe""},{""score"":5.0E-4,""intent"":""IntentWelcome""},{""score"":4.0E-4,""intent"":""IntentListeNonElusParListe""},{""score"":3.0E-4,""intent"":""IntentDonnerDuFeedback""},{""score"":0,""intent"":""IntentListeElusParListe""}],""detail"":{""final_norm"":[{""sentence"":[],""score"":0.9657,""intent"":""IntentResultatElections""},{""sentence"":[],""score"":0.013,""intent"":""IntentResultatParLocalDeVote""},{""sentence"":[],""score"":0.0043,""intent"":""IntentResultatsGCParListe""},{""sentence"":[],""score"":0.0036,""intent"":""IntentThank""},{""sentence"":[],""score"":0.002,""intent"":""IntentResultatPierreMaudet""},{""sentence"":[],""score"":0.0017,""intent"":""IntentResultatParCandidatParLocalDeVote""},{""sentence"":[],""score"":0.0016,""intent"":""IntentMenu""},{""sentence"":[],""score"":0.0014,""intent"":""IntentTauxParticipationParLocal""},{""sentence"":[],""score"":0.0013,""intent"":""IntentTauxParticipation""},{""sentence"":[],""score"":0.001,""intent"":""IntentResultatParCandidat""},{""sentence"":[],""score"":0.001,""intent"":""IntentInformationsGenerales""},{""sentence"":[],""score"":8.0E-4,""intent"":""IntentJoke""},{""sentence"":[],""score"":8.0E-4,""intent"":""IntentDebug""},{""sentence"":[],""score"":6.0E-4,""intent"":""IntentNbreFoisCandidatBiffe""},{""sentence"":[],""score"":5.0E-4,""intent"":""IntentWelcome""},{""sentence"":[],""score"":4.0E-4,""intent"":""IntentListeNonElusParListe""},{""sentence"":[],""score"":3.0E-4,""intent"":""IntentDonnerDuFeedback""},{""sentence"":[],""score"":0,""intent"":""IntentListeElusParListe""}]}},""trainingDataUnit"":null,""botName"":""LandmanbotV2_2"",""appId"":""6F5D8925-6B9F-4C84-9F9E-61DAB4D183FA"",""query"":""r?sultats grand conseil"",""entityMatches"":{""TypeElection"":[""GC""]}},""user.botsUserError"":false,""outputMsgRestOfThem"":null,""feedback"":null,""timeStampLocal"":null,""profile.firstName"":""Gilles"",""candidateOrderCanton"":null,""resultType"":null,""debugJSBackend"":null,""comuneName"":null,""outputMsgElectedCandidatesCanton"":null,""timeStampPartecipation"":null,""profile.lastName"":""Barthelet"",""percentagePartecipation"":null,""votersPartecipation"":null,""candidateEqualityCanton"":null,""timeStampElectedCandidatesCanton"":null,""timeStampCandidateCanton"":null,""candidateVotesCanton"":null,""profile.locale"":""fr"",""profile.timezoneOffset"":-7200000,""candidateName"":null,""localPercentage"":null,""listName"":null,""candidateElectedCanton"":null,""electedCandidatesCanton"":null},""currentDialogState"":""renvoiURL2"",""executedStates"":[""resultsStart"",""resultsGetElectionTypeFromUserSentence"",""resultsAskForMissinElectionType"",""resultsSwitchToRelevantAction"",""resultatGCStart"",""renvoiURL"",""renvoiURL2""]}}}}"
r?sultats conseil ?tat,,USER,2018-05-05T08:44:12.663Z,2229591,2229591,6F5D8925-6B9F-4C84-9F9E-61DAB4D183FA,test,D96550EE-D283-4955-90BF-0557283378AC,"{""text"":""r?sultats conseil ?tat"",""type"":""text""}"
