entity,value,synonyms
candidate,Innocenti Flavio,Flavio Innocenti
candidate,Cover Sabina,Sabina Cover
candidate,Ambord Cédric,Cedric Ambord:Sandro Ambord
candidate,Garcia Javier,Javier Garcia
candidate,Belcastro De Luca Nathalie,Nathalie Belcastro De Luca
candidate,Zbinden Jean-Luc,Jean-Luc Zbinden
candidate,Ahdab Ahmad,Ahmad Ahdab:Chawki Ahdab
candidate,Baiunco Aurora,Aurora Baiunco
candidate,Oliveira Rui,Rui Oliveira
candidate,Pastore Daniel,Daniel Pastore:Dany Pastore
candidate,Draskovic Rada,Rada Draskovic
candidate,Haymoz William,William Haymoz
candidate,Besse Muriel,Muriel Besse
candidate,Naine Marie-Josée,Marie-Josee Naine
candidate,Gharbi Mohamed,Mohamed Gharbi
candidate,Loosli Bertille,Bertille Loosli:Clarence Loosli
candidate,Emonet Sarah,Sarah Emonet
candidate,Müller Olivier,Olivier Muller
candidate,Loddo Olivier,Olivier Loddo:Olivier Henrioud
candidate,Ben Chaabane Salah,Salah Ben Chaabane
candidate,De Oliveira Nunes Vitor,Vitor De Oliveira Nunes
candidate,Martignoni Alain,Alain Martignoni
candidate,Maréchal Christophe,Christophe Marechal
candidate,Spagnolo Salvatore,Salvatore Spagnolo
candidate,Pierre Toussaint Sircee,Sircee Pierre Toussaint
candidate,Steiner Christian,Christian Steiner
candidate,Beun Christine,Christine Beun:Kristine Beun
candidate,Bissat Rose,Rose Bissat:Marie Angeline Bissat
candidate,Guisy Milène,Milene Guisy
candidate,Martin Emmanuel,Emmanuel Martin
candidate,Dussan Julien,Julien Dussan
candidate,Bonvin Philippe,Philippe Bonvin
candidate,Sauser Nicolas,Nicolas Sauser
candidate,Ryser Alain,Alain Ryser
candidate,Monney Armand,Armand Monney
candidate,Peyraud Alexandre,Alexandre Peyraud
candidate,Häusermann Elisabeth,Elisabeth Hausermann
candidate,Gautrot Maria Magdalena,Maria Magdalena Gautrot:Marielena Gautrot
candidate,Fontana Jérôme,Jerome Fontana
candidate,Piguet Frédéric,Frederic Piguet:Paul Piguet
candidate,Wuarin Marc,Marc Wuarin
candidate,Samim Firouzsalari Atefeh,Atefeh Samim Firouzsalari
candidate,Bustamante Hernandez Eric,Eric Bustamante Hernandez
candidate,Hamoir Fursy,Fursy Hamoir
candidate,Preisig Robert,Robert Preisig
candidate,Jeanmonod Christian,Christian Jeanmonod
candidate,Meylan Jean Michel,Jean Michel Meylan
candidate,Cori Claudio,Claudio Cori
candidate,Wittwer Christoph,Christoph Wittwer
candidate,Besomi Alessandro,Alessandro Besomi:Alex Besomi
candidate,Ritter Sven,Sven Ritter
candidate,Duvnjak Sanja,Sanja Duvnjak
candidate,Frammery Chloe,Chloe Frammery
candidate,Fouda Amougou Charlotte,Charlotte Fouda Amougou
candidate,Scheller Gérard,Gerard Scheller
candidate,Rossellat Blaise,Blaise Rossellat
candidate,Dachroune Samir,Samir Dachroune
candidate,Bult Christoph,Christoph Bult
candidate,Monshengwo Jessica,Jessica Monshengwo
candidate,Lopez Julien,Julien Lopez
candidate,Fraudeau Delphine,Delphine Fraudeau
candidate,Abesse Hayet,Hayet Abesse
candidate,Golay Séverine,Severine Golay
candidate,Jordan Claude,Claude Jordan
candidate,Regamey Murielle,Murielle Regamey
candidate,Schucani Grégoire,Gregoire Schucani
candidate,Emery-Torracinta Anne,Anne Emery-Torracinta
candidate,Apothéloz Thierry,Thierry Apotheloz
candidate,Salerno Sandrine,Sandrine Salerno
candidate,Hodgers Antonio,Antonio Hodgers
candidate,De Chastonay Marjorie,Marjorie De Chastonay
candidate,Rochat Yvan,Yvan Rochat
candidate,Haller Jocelyne,Jocelyne Haller
candidate,Wenger Saliha,Saliha Wenger:Salika Wenger
candidate,Burgermeister Jean,Jean Burgermeister
candidate,Poggia Mauro,Mauro Poggia
candidate,Roch Ana Belen,Ana Belen Roch
candidate,Sormanni Daniel,Daniel Sormanni
candidate,Maudet Pierre,Pierre Maudet
candidate,Dal Busco Serge,Serge Dal Busco
candidate,Barthassat Luc,Luc Barthassat
candidate,Fontanet Nathalie,Nathalie Fontanet
candidate,De Senarclens Alexandre,Alexandre De Senarclens
candidate,Amberger Axel,Axel Amberger
candidate,Aymon Paul,Paul Aymon:dit Paul Sierre Aymon
candidate,Nidegger Yves,Yves Nidegger
candidate,Bläsi Thomas,Thomas Blasi
candidate,Florey Stéphane,Stephane Florey
candidate,Cretegny Willy,Willy Cretegny
candidate,Orsini Magali,Magali Orsini
candidate,Gauthier Pierre,Pierre Gauthier
candidate,Stauffer Eric,Eric Stauffer
candidate,Zacharias Ronald,Ronald Zacharias
candidate,Vidonne Thierry,Thierry Vidonne
candidate,Leitner André,Andre Leitner
candidate,Fontana Jérôme,Jerome Fontana
candidate,Amsler Susanne,Susanne Amsler
